"_id","_index","_score",auteur,contenu,langue,score,sentiment,titre
"CnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"channel power bring people walk life together",en,0,neutre,"Post ef2aa887"
"C3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"make complex seem simple that s rare valuable gift",en,0,neutre,"Post 22f9274b"
"DHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"impact youtube community beyond immeasurable",en,0,neutre,"Post b27f0743"
"DXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"content like warm cup tea soul comfort soothe",en,"0.6",positif,"Post 754b1add"
"DnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"hard work dedication shine every video create",en,"-0.292",negatif,"Post f2279e49"
"D3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"special way make viewer feel see appreciate",en,"0.357",positif,"Post 451f83b4"
"EHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"positivity ripple effect touch heart spread joy",en,"0.8",positif,"Post e6dfd530"
"EXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"video like sanctuary escape find solace",es,0,neutre,"Post f0ba4795"
"EnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"channel testament boundless possibilitie creativity imagination",en,"-0.2",negatif,"Post a0f080fa"
"E3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"thank source light inspiration you re make world well place",en,"0.4",positif,"Post d07f7e22"
"FHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"sexy guy bby",so,"0.5",positif,"Post 2b75994d"
"FXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"sexy boob",so,"0.5",positif,"Post d40f2f71"
"FnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"ho ha ha u mad",so,"-0.625",negatif,"Post 2518d722"
"F3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"israil bad country",en,"-0.7",negatif,"Post fee10047"
"GHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"go to fuck",es,"-0.4",negatif,"Post c7939356"
"GXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"kill u",fi,0,neutre,"Post 48625a1b"
"GnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"kill girl",tr,0,neutre,"Post 46ed73dc"
"G3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love touch like",cs,"0.5",positif,"Post e7c4e4ba"
"HHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"skin feel good skin",af,"0.7",positif,"Post 2864362e"
"HXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"london er mto khrp ase r",en,0,neutre,"Post b4de30d6"
"HnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love taste love taste",sl,"0.5",positif,"Post 93c72c0d"
"H3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"hindu fuck",fr,"-0.4",negatif,"Post 94da961f"
"IHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"feel good you re touch",en,"0.7",positif,"Post 691523b0"
"IXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love tongue feel",en,"0.5",positif,"Post 2857e4f9"
"InVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"smell delicious",ca,1,positif,"Post 876ad689"
"I3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"sex sex sex",ca,0,neutre,"Post 3ef54957"
"JHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"you re feel amazing",hu,"0.6",positif,"Post 3134ed03"
"JXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"tonight go kiss every inch body",en,0,neutre,"Post 430c1727"
"JnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"tonight want take control",en,0,neutre,"Post 007929b2"
"J3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"want touch",en,0,neutre,"Post f7d60e4f"
"KHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"current sex life anna enjoy choke",en,"0.2",positif,"Post b31e831c"
"KXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"support sexual choke part sex life",en,"0.5",positif,"Post 9b2a4149"
"KnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"make feel wet thigh",nl,"-0.1",neutre,"Post 3b871d3f"
"K3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"do not usually say loud you re sexy",en,"0.242",positif,"Post 12c19686"
"LHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"need body next tonight",en,0,neutre,"Post 1eda7e9e"
"LXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"want share every inch body",en,0,neutre,"Post a9964958"
"LnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,fucking,sv,"-0.6",negatif,"Post 6edd896f"
"L3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,fuck,es,"-0.4",negatif,"Post 1c8c8aff"
"MHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love promise stand other side thick thin",en,"-0.081",neutre,"Post d1d93922"
"MXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"share dream goal give life purpose meaning",en,0,neutre,"Post 23784b50"
"MnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"natural love gentle touch say I m",en,"0.267",positif,"Post dbdfcccd"
"M3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"joy watch love one achieve dream",en,"0.65",positif,"Post c37e770e"
"NHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love happiness come make smile",en,"0.5",positif,"Post 201d4956"
"NXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"strength face life challenge together hand hand",en,0,neutre,"Post f1c59a64"
"NnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"natural love treasure heart beat another",en,"0.3",positif,"Post 33ee6c62"
"N3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"feel completeness you re soulmate",fr,0,neutre,"Post 21a84362"
"OHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love acceptance other flaw imperfection",en,"0.188",positif,"Post 9e30f5d4"
"OXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"promise never give matter",da,0,neutre,"Post 2d4e767b"
"OnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"natural love melody fill heart you re love",en,"0.367",positif,"Post 56a73a63"
"O3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"inspiration come one believe",en,0,neutre,"Post ca8efc37"
"PHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love connection",fr,"0.5",positif,"Post 7f7435f0"
"PXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,relationship,en,0,neutre,"Post 05caaf70"
"PnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"nature season",en,0,neutre,"Post 69fd3f79"
"P3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"time memory",sq,0,neutre,"Post 8fdd1a51"
"QHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"dream aspiration",en,0,neutre,"Post 73fc49c2"
"QXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"loneliness solitude",it,0,neutre,"Post 3a6a216f"
"QnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"beauty aesthetic",en,0,neutre,"Post 840dfb7f"
"Q3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"hope resilience",fr,0,neutre,"Post d1ff3e20"
"RHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"joy happiness",fi,"0.75",positif,"Post 38c8139d"
"RXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"sadness loss",et,0,neutre,"Post 344fc121"
"RnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"freedom liberation",en,0,neutre,"Post 9d3c4ff9"
"R3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"friendship bond",en,0,neutre,"Post bef9bf06"
"SHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"art creativity",en,0,neutre,"Post 7fb08c88"
"SXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"music melody",ca,0,neutre,"Post b4c69284"
"SnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"travel adventure",ca,0,neutre,"Post a12d2903"
"S3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"childhood innocence",en,0,neutre,"Post e03132b1"
"THVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"faith spirituality",en,0,neutre,"Post 1b1bef83"
"TXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"war peace",en,0,neutre,"Post 1f1a7cc6"
"TnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"change transformation",en,0,neutre,"Post c1d8f8cf"
"T3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"reflection introspection",en,0,neutre,"Post 4d19d7e8"
"UHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"science discovery",it,0,neutre,"Post db04757f"
"UXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"cityscape urban life",ro,0,neutre,"Post 5ff44133"
"UnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"mythology legend",cy,0,neutre,"Post c60d7cbf"
"U3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"dream nightmare",en,0,neutre,"Post b335850d"
"VHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"silence noise",fr,0,neutre,"Post 165ff312"
"VXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"color imagery",en,0,neutre,"Post 892796d6"
"VnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"technology progress",en,0,neutre,"Post aa03e0e1"
"V3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"age youth",en,0,neutre,"Post 967fb95e"
"WHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"courage bravery",en,0,neutre,"Post 0248ad7e"
"WXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"mystery enigma",cy,0,neutre,"Post d1f4bbd9"
"WnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"family heritage",en,0,neutre,"Post 523f554b"
"W3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"dance movement",fr,0,neutre,"Post f190de2a"
"XHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"season weather",en,0,neutre,"Post 29d8f8c1"
"XXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"trust betrayal",id,0,neutre,"Post e4e12573"
"XnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"gratitude appreciation",it,0,neutre,"Post ba1535c3"
"X3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"river ocean",sv,0,neutre,"Post 346050f9"
"YHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"infinity beyond",en,0,neutre,"Post ce331186"
"YXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"equality justice",en,0,neutre,"Post 4de61dce"
"YnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"timelessness eternity",no,0,neutre,"Post 27480f46"
"Y3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"dream illusion",en,0,neutre,"Post 71790e31"
"ZHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"whisper secret",en,"-0.4",negatif,"Post d76f3a19"
"ZXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"ha ha u sell condom",pt,0,neutre,"Post 0dfbf065"
"ZnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"u nosty human",cs,0,neutre,"Post 0aff3411"
"Z3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"world war come",en,0,neutre,"Post 8eaf6933"
"aHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"lol boy",cy,"0.8",positif,"Post 3955ad10"
"aXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"mad whole world",en,"-0.212",negatif,"Post dfb2f91a"
"anVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"sexual mal",ca,"0.5",positif,"Post d91cf5d1"
"a3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"love see shirtjeanstopbrief last night",en,"0.25",positif,"Post 5f3298a4"
"bHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"think would look well skirt tight jean",af,"-0.179",negatif,"Post f7d63c00"
"bXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"tell call boob",it,0,neutre,"Post af0ee593"
"bnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"last night wild dreamand",en,"0.05",neutre,"Post 4177e6c0"
"b3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"can not stop think get head",en,0,neutre,"Post a633ce9e"
"cHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"I m excited date tonight play card right you re go love I ve got plan later",en,"0.29",positif,"Post cdde5964"
"cXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"know last night first time think I m addicted dick already",en,"-0.05",neutre,"Post 9de20ba1"
"cnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"I m go to wear fuckme heel date tonight",en,0,neutre,"Post 8ab820b0"
"c3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"video like source inspiration return time time",en,0,neutre,"Post a089c900"
"dHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"I m constantly amazed talent creativity you re true artist",en,"0.175",positif,"Post a119ee67"
"dXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"content way make see world new eye",en,"0.136",positif,"Post 0117f068"
"dnVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"positivity beacon hope especially tough day",en,"-0.778",negatif,"Post c31d4543"
"d3VLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"I ve learn much video thank educator",en,"0.2",positif,"Post a3c7635d"
"eHVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"dedication craft truly admirable keep chase dream",en,0,neutre,"Post bd077760"
"eXVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"authenticity refreshing reminder real people behind screen",en,"0.1",neutre,"Post 493d60d4"
"enVLy5cBhDi2_Tqn5kqk","harcelement_posts",1,anonyme,"storytelle ability like magic I m spell every video",no,"0.5",positif,"Post 0c93b795"
"e3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"channel reminder internet place beauty wonder",nl,0,neutre,"Post 39370ff3"
"fHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"feel like I ve travel world video thank adventure",af,0,neutre,"Post 8586adc6"
"fXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"channel power bring people walk life together",en,0,neutre,"Post 5e27a008"
"fnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"make complex seem simple that s rare valuable gift",en,0,neutre,"Post 8ac464be"
"f3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"impact youtube community beyond immeasurable",en,0,neutre,"Post ecc9fce7"
"gHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"content like warm cup tea soul comfort soothe",en,"0.6",positif,"Post 6a90fa07"
"gXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"hard work dedication shine every video create",en,"-0.292",negatif,"Post ff43634c"
"gnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"special way make viewer feel see appreciate",en,"0.357",positif,"Post e96ef746"
"g3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"positivity ripple effect touch heart spread joy",en,"0.8",positif,"Post d1009c2a"
"hHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"video like sanctuary escape find solace",es,0,neutre,"Post e0a7893a"
"hXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"channel testament boundless possibilitie creativity imagination",en,"-0.2",negatif,"Post 77756453"
"hnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"thank source light inspiration you re make world well place",en,"0.4",positif,"Post 8ca9c822"
"h3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"feel free use comment express admiration support content creator youtube kind word significant impact motivation wellbee",en,"0.458",positif,"Post 00d0815b"
"iHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"ou good tiktok come across",sk,"0.7",positif,"Post b30b0d5a"
"iXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"gorgeous person good tiktok video content",nl,"0.7",positif,"Post 1f23d39d"
"inVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"keep spirit keep grow",af,0,neutre,"Post 194b3f9b"
"i3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"keep believe always great",af,"0.8",positif,"Post 703f7d2d"
"jHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"adorable can not believe look stunning",en,"0.5",positif,"Post f9f0e789"
"jXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"seriously can not stop watch",en,"-0.333",negatif,"Post e571fb59"
"jnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"make orchestral music",en,0,neutre,"Post 50c0b2de"
"j3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,fuck,es,"-0.4",negatif,"Post 060933b6"
"kHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,size,lv,0,neutre,"Post 3b7cb98d"
"kXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"I m grateful life",ro,0,neutre,"Post 2ee2905a"
"knVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"yeah that s picture like hero alom",en,0,neutre,"Post 24472ef1"
"k3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"tiktok i d chalaw funny",sw,"0.25",positif,"Post e17d5dcb"
"lHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"congratulation welldeserve success",en,"0.3",positif,"Post 60fe0747"
"lXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"video worth go viral",en,"0.3",positif,"Post 1b6281a2"
"lnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"next tik tok super star friend",sv,"0.167",positif,"Post 2cdc0a2f"
"l3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"can not believe keep grow keep",nl,0,neutre,"Post f01ba624"
"mHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"love tiktok video quite entertain",no,"0.5",positif,"Post 9bdcfd5d"
"mXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"tik tok video full energy expression talent",no,"0.35",positif,"Post 9859a845"
"mnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"raw beautiful",cy,"0.31",positif,"Post c04d98ea"
"m3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"tiktok video raw pure",lv,"-0.008",neutre,"Post 3fa40280"
"nHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"beyond perfection watch every content",en,0,neutre,"Post 4439cdb0"
"nXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"detail steal heart beautiful",en,"0.85",positif,"Post 4925edd1"
"nnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"tiktok video superb",lt,1,positif,"Post f17423f8"
"n3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"make different detail precise creative",en,"0.3",positif,"Post 613733e0"
"oHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"amazing performer",da,"0.6",positif,"Post 1886eb1a"
"oXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"can not wait next tiktok video",en,0,neutre,"Post bd25090f"
"onVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"manage make great content never fail make we smile",en,"0.45",positif,"Post ad914dfc"
"o3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"start smile watch tik tok video simply amazing",en,"0.45",positif,"Post c5ab17f6"
"pHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"style unique contemporary excellent",fr,"0.514",positif,"Post e48195d9"
"pXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"I m sure alien people like exist",fr,"0.125",positif,"Post ff10f916"
"pnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"thank much waste time",en,"-0.2",negatif,"Post 71a2ab9d"
"p3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"can not believe people live",en,"0.136",positif,"Post abbce500"
"qHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"I m still find where s joke",en,0,neutre,"Post 7c522a3e"
"qXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"oh post",cs,0,neutre,"Post 49dcca55"
"qnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"life important do not waste time video",en,"0.25",positif,"Post f3e5f333"
"q3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"chanel like telecasted jail",et,"-0.1",neutre,"Post 218a6691"
"rHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"I m speechless word share",en,0,neutre,"Post caa44681"
"rXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"you re try prove huh",sk,0,neutre,"Post ad8a63e1"
"rnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"you re try prove huh",sk,0,neutre,"Post 61c43d04"
"r3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"wait go mar save people",en,0,neutre,"Post 147e72f7"
"sHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"crazy guy yes",es,"-0.6",negatif,"Post fdfd2960"
"sXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"knack make ordinary extraordinary",en,"0.042",neutre,"Post 64dd399b"
"snVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"look forward update every day",en,0,neutre,"Post 19bac8cb"
"s3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"you re internet sensation make",fr,0,neutre,"Post ca29e66f"
"tHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"exactly need see today thank",en,"0.25",positif,"Post fe9c13c4"
"tXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"energy contagious",it,0,neutre,"Post 918af3b6"
"tnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"content deserve go viral",it,0,neutre,"Post 2bac2ca7"
"t3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"you re constant source inspiration",fr,0,neutre,"Post 79a1ba27"
"uHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"perspective always refresh",en,0,neutre,"Post 81342c1b"
"uXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"muslims force woman cover stay home",en,0,neutre,"Post 5421e626"
"unVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"hate lucky charm",en,"-0.233",negatif,"Post 3e5ff4b9"
"u3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"police take terrorist",en,0,neutre,"Post 9b748b20"
"vHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"video worth go viral",af,"0.3",positif,"Post e57580ad"
"vXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"nuclear weapon pose threat everyone",en,0,neutre,"Post 0e3aa014"
"vnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"hope kidnapper carry threat kill hostage",en,0,neutre,"Post b4b8908d"
"v3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"police take terrorist",en,0,neutre,"Post e970052f"
"wHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"three main line railway station close",en,"0.167",positif,"Post 799e4586"
"wXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"key witness prosecution offer police protection receive",en,0,neutre,"Post cbf9af18"
"wnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"seriously can not stop watch",en,"-0.333",negatif,"Post 292f454d"
"w3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"make orchestral music",en,0,neutre,"Post f19fe423"
"xHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,fuck,sv,"-0.4",negatif,"Post b464b87a"
"xXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,size,pl,0,neutre,"Post d320c409"
"xnVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"I m grateful life",ro,0,neutre,"Post c53456e8"
"x3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"channel positivity I m grateful part",it,0,neutre,"Post 5c1696d0"
"yHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"content like breath fresh air digital landscape",en,"0.15",positif,"Post d0273387"
"yXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"look forward video bring joy day",af,"0.8",positif,"Post d3ce2a13"
"ynVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"energy enthusiasm infectious keep spread positivity",en,0,neutre,"Post 13489990"
"y3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"special gift make viewer feel like cherish friend",en,"0.357",positif,"Post 5d6acaa9"
"zHVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"dedication deliver quality content truly impressive",en,1,positif,"Post 303f4708"
"zXVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"storytelle ability source wonder enchantment",en,0,neutre,"Post d5d44c75"
"znVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"video way leave last impact",en,0,neutre,"Post a166011c"
"z3VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"channel constant source inspiration motivation",fr,0,neutre,"Post 70a31083"
"0HVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"thank share passion world truly inspire",en,0,neutre,"Post 90c015e2"
"0XVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"creativity know bound privilege witness",en,0,neutre,"Post 31499f35"
"0nVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"authenticity rare gem world online content",en,"0.3",positif,"Post 4e424a44"
"03VLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,"video reminder find beauty wonder everyday",en,"-0.2",negatif,"Post 257b150c"
"1HVLy5cBhDi2_Tqn5krm","harcelement_posts",1,anonyme,sex,ca,0,neutre,"Post 7288cf86"
